,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
2417,2461748,CHEMBL962866,Inhibition of recombinant EGFR,B,CHEMBL483532,=,ug.mL-1,4.2,CHEMBL203,Homo sapiens,IC50,10'-6g/ml,4.2
2418,2461749,CHEMBL962866,Inhibition of recombinant EGFR,B,CHEMBL483531,=,ug.mL-1,9.8,CHEMBL203,Homo sapiens,IC50,10'-6g/ml,9.8
2419,2461750,CHEMBL962866,Inhibition of recombinant EGFR,B,CHEMBL520144,=,ug.mL-1,1.1,CHEMBL203,Homo sapiens,IC50,10'-6g/ml,1.1
2420,2461751,CHEMBL962866,Inhibition of recombinant EGFR,B,CHEMBL483526,=,ug.mL-1,1.7,CHEMBL203,Homo sapiens,IC50,10'-6g/ml,1.7
2421,2461752,CHEMBL962866,Inhibition of recombinant EGFR,B,CHEMBL483525,=,ug.mL-1,4.2,CHEMBL203,Homo sapiens,IC50,10'-6g/ml,4.2
2422,2464995,CHEMBL957972,Inhibition of human recombinant EGFR,B,CHEMBL201511,=,nM,16000.0,CHEMBL203,Homo sapiens,IC50,uM,16.0
2423,2465039,CHEMBL957972,Inhibition of human recombinant EGFR,B,CHEMBL453336,=,nM,14000.0,CHEMBL203,Homo sapiens,IC50,uM,14.0
2424,2465040,CHEMBL957972,Inhibition of human recombinant EGFR,B,CHEMBL488646,=,nM,9000.0,CHEMBL203,Homo sapiens,IC50,uM,9.0
2425,2465041,CHEMBL957972,Inhibition of human recombinant EGFR,B,CHEMBL486437,=,nM,22000.0,CHEMBL203,Homo sapiens,IC50,uM,22.0
2426,2465042,CHEMBL957972,Inhibition of human recombinant EGFR,B,CHEMBL529663,=,nM,23000.0,CHEMBL203,Homo sapiens,IC50,uM,23.0
2427,2467248,CHEMBL991653,Inhibition of EGFR in presence of 100 uM ATP,B,CHEMBL489058,=,nM,10.0,CHEMBL203,Homo sapiens,IC50,uM,0.01
2428,2488219,CHEMBL946770,Inhibition of EGFR,B,CHEMBL448929,=,nM,22.0,CHEMBL203,Homo sapiens,IC50,nM,22.0
2429,2488231,CHEMBL946770,Inhibition of EGFR,B,CHEMBL507714,=,nM,57.0,CHEMBL203,Homo sapiens,IC50,nM,57.0
2430,2488851,CHEMBL1028056,Inhibition of EGFR,B,CHEMBL480356,=,nM,3480.0,CHEMBL203,Homo sapiens,IC50,uM,3.48
2431,2489169,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL1201179,=,nM,11.0,CHEMBL203,Homo sapiens,IC50,nM,11.0
2432,2489170,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL479800,=,nM,10.0,CHEMBL203,Homo sapiens,IC50,nM,10.0
2433,2489171,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475594,=,nM,2.0,CHEMBL203,Homo sapiens,IC50,nM,2.0
2434,2489172,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475761,=,nM,5.0,CHEMBL203,Homo sapiens,IC50,nM,5.0
2435,2489173,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL473428,=,nM,3.0,CHEMBL203,Homo sapiens,IC50,nM,3.0
2436,2489174,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL473429,=,nM,3.0,CHEMBL203,Homo sapiens,IC50,nM,3.0
2437,2489175,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475768,=,nM,1.0,CHEMBL203,Homo sapiens,IC50,nM,1.0
2438,2489176,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475769,=,nM,4.0,CHEMBL203,Homo sapiens,IC50,nM,4.0
2439,2489177,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL473427,=,nM,8.0,CHEMBL203,Homo sapiens,IC50,nM,8.0
2440,2489178,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL474431,=,nM,3.0,CHEMBL203,Homo sapiens,IC50,nM,3.0
2441,2489179,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL473436,=,nM,68.0,CHEMBL203,Homo sapiens,IC50,nM,68.0
2442,2489180,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL473437,=,nM,4.0,CHEMBL203,Homo sapiens,IC50,nM,4.0
2443,2489181,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL473438,=,nM,6.0,CHEMBL203,Homo sapiens,IC50,nM,6.0
2444,2489182,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475446,=,nM,7.0,CHEMBL203,Homo sapiens,IC50,nM,7.0
2445,2489183,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL514938,=,nM,15.0,CHEMBL203,Homo sapiens,IC50,nM,15.0
2446,2489184,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL519757,=,nM,54.0,CHEMBL203,Homo sapiens,IC50,nM,54.0
2447,2489185,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL480349,=,nM,12.0,CHEMBL203,Homo sapiens,IC50,nM,12.0
2448,2489186,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL506414,=,nM,9.0,CHEMBL203,Homo sapiens,IC50,nM,9.0
2449,2489187,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL481324,=,nM,96.0,CHEMBL203,Homo sapiens,IC50,nM,96.0
2450,2489188,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475599,=,nM,304.0,CHEMBL203,Homo sapiens,IC50,nM,304.0
2451,2489189,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475600,=,nM,115.0,CHEMBL203,Homo sapiens,IC50,nM,115.0
2452,2489190,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL475767,=,nM,68.0,CHEMBL203,Homo sapiens,IC50,nM,68.0
2453,2489191,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL480348,=,nM,121.0,CHEMBL203,Homo sapiens,IC50,nM,121.0
2454,2489192,CHEMBL1028080,Inhibition of EGFR,B,CHEMBL481331,=,nM,138.0,CHEMBL203,Homo sapiens,IC50,nM,138.0
2455,2503040,CHEMBL945670,Inhibition of human EGFR tyrosine kinase activity,B,CHEMBL77030,=,nM,1310.0,CHEMBL203,Homo sapiens,IC50,uM,1.31
2456,2503063,CHEMBL945670,Inhibition of human EGFR tyrosine kinase activity,B,CHEMBL473320,=,nM,131.0,CHEMBL203,Homo sapiens,IC50,nM,131.0
2457,2503064,CHEMBL945670,Inhibition of human EGFR tyrosine kinase activity,B,CHEMBL474524,=,nM,333.0,CHEMBL203,Homo sapiens,IC50,nM,333.0
2458,2503065,CHEMBL945670,Inhibition of human EGFR tyrosine kinase activity,B,CHEMBL474324,=,nM,472.0,CHEMBL203,Homo sapiens,IC50,nM,472.0
2459,2503066,CHEMBL945670,Inhibition of human EGFR tyrosine kinase activity,B,CHEMBL474323,=,nM,533.0,CHEMBL203,Homo sapiens,IC50,nM,533.0
2460,2503067,CHEMBL945670,Inhibition of human EGFR tyrosine kinase activity,B,CHEMBL515401,=,nM,209.0,CHEMBL203,Homo sapiens,IC50,nM,209.0
2461,2503070,CHEMBL946651,Inhibition of human EGFR,B,CHEMBL939,=,nM,20.0,CHEMBL203,Homo sapiens,IC50,nM,20.0
2462,2503071,CHEMBL946651,Inhibition of human EGFR,B,CHEMBL553,=,nM,1.0,CHEMBL203,Homo sapiens,IC50,nM,1.0
2463,2503652,CHEMBL960396,Inhibition of EGFR,B,CHEMBL77030,=,nM,2400.0,CHEMBL203,Homo sapiens,IC50,uM,2.4
2464,2503655,CHEMBL960396,Inhibition of EGFR,B,CHEMBL78257,=,nM,800.0,CHEMBL203,Homo sapiens,IC50,uM,0.8
2465,2511574,CHEMBL972533,Inhibition of EGFR,B,CHEMBL388978,=,nM,132.0,CHEMBL203,Homo sapiens,IC50,uM,0.132
2466,2527196,CHEMBL984177,Inhibition of EGFR,B,CHEMBL451523,=,nM,5400.0,CHEMBL203,Homo sapiens,IC50,uM,5.4
2467,2547490,CHEMBL970971,Inhibition of EGFR,B,CHEMBL128000,=,nM,8000.0,CHEMBL203,Homo sapiens,IC50,uM,8.0
2468,2547492,CHEMBL970971,Inhibition of EGFR,B,CHEMBL490510,=,nM,19000000.0,CHEMBL203,Homo sapiens,IC50,mM,19.0
2469,2547493,CHEMBL970971,Inhibition of EGFR,B,CHEMBL45068,=,nM,25000000.0,CHEMBL203,Homo sapiens,IC50,mM,25.0
2470,2547504,CHEMBL970971,Inhibition of EGFR,B,CHEMBL44,=,ug.mL-1,0.2,CHEMBL203,Homo sapiens,IC50,ug ml-1,0.2
2471,2547512,CHEMBL970971,Inhibition of EGFR,B,CHEMBL242740,=,nM,3300.0,CHEMBL203,Homo sapiens,IC50,uM,3.3
2472,2560138,CHEMBL986505,Inhibition of EGFR by ELISA,B,CHEMBL477197,=,nM,3400.0,CHEMBL203,Homo sapiens,IC50,uM,3.4
2473,2567844,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL255871,=,nM,8.0,CHEMBL203,Homo sapiens,IC50,uM,0.008
2474,2567849,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL525725,=,nM,49.0,CHEMBL203,Homo sapiens,IC50,uM,0.049
2475,2567850,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL497863,=,nM,52.0,CHEMBL203,Homo sapiens,IC50,uM,0.052
2476,2567851,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL497697,=,nM,12.0,CHEMBL203,Homo sapiens,IC50,uM,0.012
2477,2567862,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL515664,=,nM,31.0,CHEMBL203,Homo sapiens,IC50,uM,0.031
2478,2567863,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL456758,=,nM,26.0,CHEMBL203,Homo sapiens,IC50,uM,0.026
2479,2567864,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL514566,=,nM,9.0,CHEMBL203,Homo sapiens,IC50,uM,0.009
2480,2567865,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL498134,=,nM,16.0,CHEMBL203,Homo sapiens,IC50,uM,0.016
2481,2567866,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL524457,=,nM,30.0,CHEMBL203,Homo sapiens,IC50,uM,0.03
2482,2567867,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL498133,=,nM,16.0,CHEMBL203,Homo sapiens,IC50,uM,0.016
2483,2567868,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,CHEMBL497459,=,nM,8.0,CHEMBL203,Homo sapiens,IC50,uM,0.008
2484,2573374,CHEMBL984786,Inhibition of EGF-tyrosine kinase,B,CHEMBL29197,=,nM,5.3,CHEMBL203,Homo sapiens,IC50,uM,0.0053
2485,2582012,CHEMBL962243,Inhibition of human EGFR,B,CHEMBL487254,=,nM,9500.0,CHEMBL203,Homo sapiens,IC50,uM,9.5
2486,2582025,CHEMBL962243,Inhibition of human EGFR,B,CHEMBL489083,=,nM,4600.0,CHEMBL203,Homo sapiens,IC50,uM,4.6
2487,2582039,CHEMBL962243,Inhibition of human EGFR,B,CHEMBL488271,=,nM,9900.0,CHEMBL203,Homo sapiens,IC50,uM,9.9
2488,2584904,CHEMBL955786,Inhibition of HER1,B,CHEMBL461140,=,nM,3300.0,CHEMBL203,Homo sapiens,IC50,uM,3.3
2489,2612356,CHEMBL1016812,Inhibition of EGFR,B,CHEMBL29197,=,nM,0.025,CHEMBL203,Homo sapiens,IC50,nM,0.025
2490,2615700,CHEMBL1026506,Inhibition of EGFR,B,CHEMBL31965,=,nM,2.3,CHEMBL203,Homo sapiens,IC50,uM,0.0023
2491,2615718,CHEMBL1026506,Inhibition of EGFR,B,CHEMBL285063,<,nM,1.5,CHEMBL203,Homo sapiens,IC50,uM,0.0015
2492,2629151,CHEMBL1008385,Inhibition of EGFR,B,CHEMBL496388,=,nM,1000.0,CHEMBL203,Homo sapiens,IC50,uM,1.0
2493,2629925,CHEMBL1008385,Inhibition of EGFR,B,CHEMBL495617,=,nM,30000.0,CHEMBL203,Homo sapiens,IC50,uM,30.0
2494,2629930,CHEMBL1008385,Inhibition of EGFR,B,CHEMBL501709,=,nM,22000.0,CHEMBL203,Homo sapiens,IC50,uM,22.0
2495,2629931,CHEMBL1008385,Inhibition of EGFR,B,CHEMBL523059,=,nM,22000.0,CHEMBL203,Homo sapiens,IC50,uM,22.0
2496,2629945,CHEMBL1008385,Inhibition of EGFR,B,CHEMBL527026,=,nM,11000.0,CHEMBL203,Homo sapiens,IC50,uM,11.0
2497,2629990,CHEMBL1008385,Inhibition of EGFR,B,CHEMBL230232,=,nM,1000.0,CHEMBL203,Homo sapiens,IC50,uM,1.0
2498,2655735,CHEMBL1029460,Inhibition of EGFR,B,CHEMBL50,=,nM,900.0,CHEMBL203,Homo sapiens,IC50,uM,0.9
2499,2661406,CHEMBL1058612,Inhibition of EGFR,B,CHEMBL564829,=,nM,3069.0,CHEMBL203,Homo sapiens,IC50,uM,3.069
2500,2672254,CHEMBL1026226,Inhibition of recombinant EGFR,B,CHEMBL512054,=,ug.mL-1,6.0,CHEMBL203,Homo sapiens,IC50,ug ml-1,6.0
2501,2672269,CHEMBL1026226,Inhibition of recombinant EGFR,B,CHEMBL556684,=,ug.mL-1,4.0,CHEMBL203,Homo sapiens,IC50,ug ml-1,4.0
2502,2672284,CHEMBL1026226,Inhibition of recombinant EGFR,B,CHEMBL463054,=,ug.mL-1,2.7,CHEMBL203,Homo sapiens,IC50,ug ml-1,2.7
2503,2672285,CHEMBL1026226,Inhibition of recombinant EGFR,B,CHEMBL554993,=,ug.mL-1,2.7,CHEMBL203,Homo sapiens,IC50,ug ml-1,2.7
2504,2716349,CHEMBL1059198,Inhibition of EGFR autophosphorylation in human A549 cells,B,CHEMBL213560,=,nM,19000.0,CHEMBL203,Homo sapiens,IC50,uM,19.0
2505,2896192,CHEMBL1060165,Inhibition of EGFR,B,CHEMBL327127,=,nM,82.0,CHEMBL203,Homo sapiens,IC50,M,8.2E-8
2506,2896193,CHEMBL1060165,Inhibition of EGFR,B,CHEMBL574059,=,nM,380.0,CHEMBL203,Homo sapiens,IC50,M,3.8E-7
2507,2896194,CHEMBL1060165,Inhibition of EGFR,B,CHEMBL574058,=,nM,390.0,CHEMBL203,Homo sapiens,IC50,M,3.9E-7
2508,2934399,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL565714,=,nM,21.0,CHEMBL203,Homo sapiens,IC50,nM,21.0
2509,2934403,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL565467,=,nM,23.0,CHEMBL203,Homo sapiens,IC50,nM,23.0
2510,2934405,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL583403,=,nM,23.0,CHEMBL203,Homo sapiens,IC50,nM,23.0
2511,2934408,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL583218,=,nM,30.0,CHEMBL203,Homo sapiens,IC50,nM,30.0
2512,2934410,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL1645462,=,nM,32.0,CHEMBL203,Homo sapiens,IC50,nM,32.0
2513,2934411,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL567873,=,nM,33.0,CHEMBL203,Homo sapiens,IC50,nM,33.0
2514,2934413,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL566350,=,nM,38.0,CHEMBL203,Homo sapiens,IC50,nM,38.0
2515,2934414,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL584714,=,nM,38.0,CHEMBL203,Homo sapiens,IC50,nM,38.0
2516,2934415,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL566337,=,nM,40.0,CHEMBL203,Homo sapiens,IC50,nM,40.0
2517,2934417,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL578044,=,nM,44.0,CHEMBL203,Homo sapiens,IC50,nM,44.0
2518,2934418,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL566559,=,nM,45.0,CHEMBL203,Homo sapiens,IC50,nM,45.0
2519,2934424,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL578255,=,nM,111.0,CHEMBL203,Homo sapiens,IC50,nM,111.0
2520,2934431,CHEMBL1052827,Inhibition of human recombinant HER1 expressed in Sf9 cells by liquid scintillation counting,B,CHEMBL567197,=,nM,19.0,CHEMBL203,Homo sapiens,IC50,nM,19.0
2521,2943647,CHEMBL1044055,Inhibition of Her1 by fluorescence polarization assay,B,CHEMBL571040,=,nM,13.0,CHEMBL203,Homo sapiens,IC50,nM,13.0
2522,2943649,CHEMBL1044057,Inhibition of Her1 T790M mutant by fluorescence polarization assay,B,CHEMBL571040,=,nM,24.0,CHEMBL203,Homo sapiens,IC50,nM,24.0
2523,2943655,CHEMBL1044055,Inhibition of Her1 by fluorescence polarization assay,B,CHEMBL569880,=,nM,9.0,CHEMBL203,Homo sapiens,IC50,nM,9.0
2524,2943656,CHEMBL1044055,Inhibition of Her1 by fluorescence polarization assay,B,CHEMBL554,=,nM,52.0,CHEMBL203,Homo sapiens,IC50,nM,52.0
2525,2943661,CHEMBL1044057,Inhibition of Her1 T790M mutant by fluorescence polarization assay,B,CHEMBL569880,=,nM,11.0,CHEMBL203,Homo sapiens,IC50,nM,11.0
2526,3004524,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL939,=,nM,33.0,CHEMBL203,Homo sapiens,IC50,uM,0.033
2527,3004525,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL571809,=,nM,240.0,CHEMBL203,Homo sapiens,IC50,uM,0.24
2528,3004526,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL572030,=,nM,180.0,CHEMBL203,Homo sapiens,IC50,uM,0.18
2529,3004527,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL572031,=,nM,720.0,CHEMBL203,Homo sapiens,IC50,uM,0.72
2530,3004528,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL570918,=,nM,500.0,CHEMBL203,Homo sapiens,IC50,uM,0.5
2531,3004529,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL572028,=,nM,630.0,CHEMBL203,Homo sapiens,IC50,uM,0.63
2532,3004530,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL583683,=,nM,390.0,CHEMBL203,Homo sapiens,IC50,uM,0.39
2533,3004531,CHEMBL1046364,Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation,B,CHEMBL570709,=,nM,770.0,CHEMBL203,Homo sapiens,IC50,uM,0.77
2534,3055906,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL29197,=,nM,200.0,CHEMBL203,Homo sapiens,IC50,uM,0.2
2535,3055912,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL605413,=,nM,2200.0,CHEMBL203,Homo sapiens,IC50,uM,2.2
2536,3055931,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL595757,=,nM,18200.0,CHEMBL203,Homo sapiens,IC50,uM,18.2
2537,3055934,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL594790,=,nM,13400.0,CHEMBL203,Homo sapiens,IC50,uM,13.4
2538,3055940,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL603198,=,nM,56500.0,CHEMBL203,Homo sapiens,IC50,uM,56.5
2539,3055945,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL594810,=,nM,111400.0,CHEMBL203,Homo sapiens,IC50,uM,111.4
2540,3055946,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL595497,=,nM,160300.0,CHEMBL203,Homo sapiens,IC50,uM,160.3
2541,3055947,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,B,CHEMBL604879,=,nM,529300.0,CHEMBL203,Homo sapiens,IC50,uM,529.3
2542,3072639,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL473556,=,nM,1500.0,CHEMBL203,Homo sapiens,IC50,uM,1.5
2543,3072640,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL514942,=,nM,240.0,CHEMBL203,Homo sapiens,IC50,uM,0.24
2544,3072641,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593293,=,nM,2200.0,CHEMBL203,Homo sapiens,IC50,uM,2.2
2545,3072642,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL596059,=,nM,63.0,CHEMBL203,Homo sapiens,IC50,uM,0.063
2546,3072643,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL595615,=,nM,46.0,CHEMBL203,Homo sapiens,IC50,uM,0.046
2547,3072644,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL595406,=,nM,250.0,CHEMBL203,Homo sapiens,IC50,uM,0.25
2548,3072645,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL595142,=,nM,350.0,CHEMBL203,Homo sapiens,IC50,uM,0.35
2549,3072648,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL594228,=,nM,805.0,CHEMBL203,Homo sapiens,IC50,uM,0.805
2550,3072649,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL596087,=,nM,32.0,CHEMBL203,Homo sapiens,IC50,uM,0.032
2551,3072650,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL606466,=,nM,110.0,CHEMBL203,Homo sapiens,IC50,uM,0.11
2552,3072651,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593860,=,nM,2.0,CHEMBL203,Homo sapiens,IC50,uM,0.002
2553,3072652,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593987,=,nM,430.0,CHEMBL203,Homo sapiens,IC50,uM,0.43
2554,3072653,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593274,=,nM,16.0,CHEMBL203,Homo sapiens,IC50,uM,0.016
2555,3072654,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593306,=,nM,200.0,CHEMBL203,Homo sapiens,IC50,uM,0.2
2556,3072655,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL604992,=,nM,730.0,CHEMBL203,Homo sapiens,IC50,uM,0.73
2557,3072656,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593275,=,nM,260.0,CHEMBL203,Homo sapiens,IC50,uM,0.26
2558,3072659,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593909,=,nM,6200.0,CHEMBL203,Homo sapiens,IC50,uM,6.2
2559,3072660,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593770,=,nM,1400.0,CHEMBL203,Homo sapiens,IC50,uM,1.4
2560,3072795,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593292,=,nM,670.0,CHEMBL203,Homo sapiens,IC50,uM,0.67
2561,3072796,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL595374,=,nM,1400.0,CHEMBL203,Homo sapiens,IC50,uM,1.4
2562,3072797,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593294,=,nM,230.0,CHEMBL203,Homo sapiens,IC50,uM,0.23
2563,3072799,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL594661,=,nM,4500.0,CHEMBL203,Homo sapiens,IC50,uM,4.5
2564,3072800,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL604485,=,nM,3300.0,CHEMBL203,Homo sapiens,IC50,uM,3.3
2565,3072801,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593911,=,nM,15.0,CHEMBL203,Homo sapiens,IC50,uM,0.015
2566,3072802,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL593760,=,nM,2300.0,CHEMBL203,Homo sapiens,IC50,uM,2.3
2567,3072803,CHEMBL1073378,Inhibition of wild type EGF-R by microplate scintillation counting,B,CHEMBL604893,=,nM,44.0,CHEMBL203,Homo sapiens,IC50,uM,0.044
2568,3084397,CHEMBL1072676,Inhibition of EGFR,B,CHEMBL590109,=,nM,940.0,CHEMBL203,Homo sapiens,IC50,uM,0.94
2569,3103294,CHEMBL1070746,Inhibition of EGFR after 80 mins by radiometric protein kinase assay,B,CHEMBL597492,=,nM,1688.0,CHEMBL203,Homo sapiens,IC50,nM,1688.0
2570,3103295,CHEMBL1070746,Inhibition of EGFR after 80 mins by radiometric protein kinase assay,B,CHEMBL605957,=,nM,5797.0,CHEMBL203,Homo sapiens,IC50,nM,5797.0
2571,3103296,CHEMBL1070746,Inhibition of EGFR after 80 mins by radiometric protein kinase assay,B,CHEMBL201511,=,nM,10133.0,CHEMBL203,Homo sapiens,IC50,nM,10133.0
2572,3103919,CHEMBL1071732,Inhibition of EGFR expressed in Sf9 cells assessed as inhibition of receptor autophosphorylation by DELFIA time resolved fluorimetry,B,CHEMBL591213,=,nM,9120.0,CHEMBL203,Homo sapiens,IC50,uM,9.12
2573,3103921,CHEMBL1071732,Inhibition of EGFR expressed in Sf9 cells assessed as inhibition of receptor autophosphorylation by DELFIA time resolved fluorimetry,B,CHEMBL599524,=,nM,7230.0,CHEMBL203,Homo sapiens,IC50,uM,7.23
2574,3103923,CHEMBL1071732,Inhibition of EGFR expressed in Sf9 cells assessed as inhibition of receptor autophosphorylation by DELFIA time resolved fluorimetry,B,CHEMBL603968,=,nM,5840.0,CHEMBL203,Homo sapiens,IC50,uM,5.84
2575,3103925,CHEMBL1071732,Inhibition of EGFR expressed in Sf9 cells assessed as inhibition of receptor autophosphorylation by DELFIA time resolved fluorimetry,B,CHEMBL599145,=,nM,4960.0,CHEMBL203,Homo sapiens,IC50,uM,4.96
2576,3103927,CHEMBL1071732,Inhibition of EGFR expressed in Sf9 cells assessed as inhibition of receptor autophosphorylation by DELFIA time resolved fluorimetry,B,CHEMBL599728,=,nM,3110.0,CHEMBL203,Homo sapiens,IC50,uM,3.11
